Code,ISIN,Market,Industry,BalaceSheetDate,TradingUnit
47250,JP3346300001,First Section,Information & Communication,"December,31",100
47260,JP3436150001,First Section,Information & Communication,"March,31",100
47280,JP3552450003,First Section,Information & Communication,"August,31",100
47330,JP3173500004,First Section,Information & Communication,"March,31",100
47390,JP3143900003,First Section,Information & Communication,"March,31",100
47430,JP3530000003,First Section,Information & Communication,"March,31",100
47460,JP3590850008,First Section,Information & Communication,"December,31",100
47610,JP3317500001,Second Section,Information & Communication,"March,31",100
47620,JP3164430005,First Section,Information & Communication,"March,31",100
47680,JP3188200004,First Section,Information & Communication,"December,31",100
47700,JP3167800006,Second Section,Information & Communication,"March,31",100
47760,JP3312100005,First Section,Information & Communication,"December,31",100
48120,JP3551530003,First Section,Information & Communication,"December,31",100
48130,JP3108060009,First Section,Information & Communication,"January,31",100
48190,JP3549070005,First Section,Information & Communication,"March,31",100
48200,JP3130200003,First Section,Information & Communication,"December,31",100
48250,JP3154500007,First Section,Information & Communication,"May,31",100
48260,JP3346170008,First Section,Information & Communication,"June,30",100
48280,JP3618800001,First Section,Information & Communication,"March,31",100
48290,JP3689470007,First Section,Information & Communication,"May,31",100
48320,JP3226650004,Second Section,Information & Communication,"March,31",100
48390,JP3990770004,First Section,Information & Communication,"March,31",100
48450,JP3548520000,First Section,Information & Communication,"June,30",100
48470,JP3153100007,First Section,Information & Communication,"June,30",100
68790,JP3802900005,First Section,Information & Communication,"March,31",100
75180,JP3758200004,First Section,Information & Communication,"March,31",100
75270,JP3351000009,First Section,Information & Communication,"September,30",100
75950,JP3126110000,First Section,Information & Communication,"March,31",100
78440,JP3860230006,First Section,Information & Communication,"March,31",100
78600,JP3160950006,First Section,Information & Communication,"March,31",100
80560,JP3754200008,First Section,Information & Communication,"March,31",100
80960,JP3217200009,First Section,Information & Communication,"March,31",100
81570,JP3533800003,First Section,Information & Communication,"March,31",100
93600,JP3398800007,Second Section,Information & Communication,"March,31",100
94010,JP3588600001,First Section,Information & Communication,"March,31",100
94040,JP3732200005,First Section,Information & Communication,"March,31",100
94050,JP3116800008,First Section,Information & Communication,"March,31",100
94090,JP3429000007,First Section,Information & Communication,"March,31",100
94120,JP3396350005,First Section,Information & Communication,"March,31",100
94130,JP3547060008,First Section,Information & Communication,"March,31",100
94140,JP3746000003,First Section,Information & Communication,"August,31",100
94160,JP3800330007,First Section,Information & Communication,"December,31",100
94170,JP3400090001,First Section,Information & Communication,"June,30",100
94180,JP3944640006,First Section,Information & Communication,"August,31",100
94190,JP3990740007,First Section,Information & Communication,"December,31",100
94220,JP3104870005,First Section,Information & Communication,"March,31",100
94240,JP3729600001,First Section,Information & Communication,"March,31",100
94280,JP3273100002,First Section,Information & Communication,"March,31",100
94320,JP3735400008,First Section,Information & Communication,"March,31",100
94330,JP3496400007,First Section,Information & Communication,"March,31",100
94340,JP3732000009,First Section,Information & Communication,"March,31",100
94350,JP3783420007,First Section,Information & Communication,"March,31",100
94380,JP3167480007,First Section,Information & Communication,"September,30",100
94450,JP3802760003,Second Section,Information & Communication,"March,31",100
94490,JP3152750000,First Section,Information & Communication,"December,31",100
94500,JP3802380000,First Section,Information & Communication,"June,30",100
94660,JP3105110005,First Section,Information & Communication,"March,31",100
94680,JP3214350005,First Section,Information & Communication,"March,31",100
94700,JP3234200008,First Section,Information & Communication,"September,30",100
94740,JP3430400006,First Section,Information & Communication,"March,31",100
94750,JP3363800008,First Section,Information & Communication,"March,31",100
94790,JP3153900000,First Section,Information & Communication,"March,31",100
96000,JP3105010007,First Section,Information & Communication,"March,31",100
96010,JP3362800009,First Section,Information & Communication,The end of February,100
96020,JP3598600009,First Section,Information & Communication,The end of February,100
96050,JP3560000006,First Section,Information & Communication,"March,31",100
96130,JP3165700000,First Section,Information & Communication,"March,31",100
96290,JP3801500004,First Section,Information & Communication,"March,31",100
96580,JP3800300000,First Section,Information & Communication,"March,31",100
96820,JP3548500002,First Section,Information & Communication,"March,31",100
96840,JP3164630000,First Section,Information & Communication,"March,31",100
96920,JP3346200003,First Section,Information & Communication,"January,31",100
96970,JP3218900003,First Section,Information & Communication,"March,31",100
97020,JP3100700008,First Section,Information & Communication,"December,31",100
97090,JP3709000008,Second Section,Information & Communication,"March,31",100
97170,JP3388400008,First Section,Information & Communication,"November,30",100
97190,JP3400400002,First Section,Information & Communication,"March,31",100
97390,JP3712500002,First Section,Information & Communication,"March,31",100
97420,JP3105000008,First Section,Information & Communication,"March,31",100
97460,JP3539400006,First Section,Information & Communication,"September,30",100
97490,JP3816600005,First Section,Information & Communication,"December,31",100
97590,JP3712600000,First Section,Information & Communication,"March,31",100
97660,JP3300200007,First Section,Information & Communication,"March,31",100
97900,JP3803800006,First Section,Information & Communication,"March,31",100
97990,JP3113400000,Second Section,Information & Communication,"March,31",100
98890,JP3746800006,First Section,Information & Communication,"March,31",100
99280,JP3910700008,First Section,Information & Communication,"March,31",100
99840,JP3436100006,First Section,Information & Communication,"March,31",100
